"id","title","area","region","extended","lon","lat"
1512866,"Приозерное","Генічеський район","Херсонська область","Приозерное Генічеський район",34.7839736,46.06791
1513082,"Приозерное","Херсон город","Херсонська область","Приозерное Херсон город",32.4654921,46.636527
1512867,"Пробуждение","Генічеський район","Херсонська область","Пробуждение Генічеський район",34.8434241,46.4273675
1512733,"Путевое","Бериславський район","Херсонська область","Путевое Бериславський район",33.4207435,46.9571386
1512805,"Пятихатки","Великоолександрівський район","Херсонська область","Пятихатки Великоолександрівський район",33.4919293,47.1878622
1513100,"Раденск","Олешківський / Цюрупинський район","Херсонська область","Раденск Олешківський / Цюрупинський район",32.9282725,46.5595533
1513058,"Радостное / Коммунаровка","Скадовський район","Херсонська область","Радостное / Коммунаровка Скадовський район",33.1726431,46.2932678
1512954,"Раздольное","Каланчацький район","Херсонська область","Раздольное Каланчацький район",33.2335077,46.1581006
1513009,"Райское","Нова Каховка город","Херсонська область","Райское Нова Каховка город",33.2976848,46.7216633
1512734,"Раковка","Бериславський район","Херсонська область","Раковка Бериславський район",33.2537779,46.9370238
1512783,"Рубановка","Великолепетиський район","Херсонська область","Рубановка Великолепетиський район",34.1740731,46.995502
1512906,"Рыбацкое","Голопристанський район","Херсонська область","Рыбацкое Голопристанський район",32.1453521,46.3746093
1512860,"Рыково / Партизаны","Генічеський район","Херсонська область","Рыково / Партизаны Генічеський район",34.7514586,46.3360968
1512764,"Садовое","Білозерський район","Херсонська область","Садовое Білозерський район",32.8145843,46.7068044
1512907,"Садовое","Голопристанський район","Херсонська область","Садовое Голопристанський район",32.1861247,46.3578002
1512806,"Садок","Великоолександрівський район","Херсонська область","Садок Великоолександрівський район",33.3377907,47.1728437
1512820,"Самойловка","Верхньорогачицький район","Херсонська область","Самойловка Верхньорогачицький район",34.4451338,47.1260326
1512977,"Семеновка","Каховський район","Херсонська область","Семеновка Каховський район",33.5989881,46.6074054
1512870,"Сиваш","Генічеський район","Херсонська область","Сиваш Генічеський район",34.4861183,45.9690351
1513051,"Сивашовка","Новотроїцький район","Херсонська область","Сивашовка Новотроїцький район",34.4305262,46.256725
1513000,"Сирогозы","Нижньосірогозький район","Херсонська область","Сирогозы Нижньосірогозький район",34.3757106,46.9406769
2690,"Скадовск","Скадовський район","Херсонська область","Скадовск Скадовський район",32.910222,46.1149247
1512922,"Славное","Горностаївський район","Херсонська область","Славное Горностаївський район",34.132367,46.8972504
1513083,"Солнечное","Херсон город","Херсонська область","Солнечное Херсон город",32.6926135,46.8175618
1513052,"Софиевка","Новотроїцький район","Херсонська область","Софиевка Новотроїцький район",34.0474446,46.5564303
1513102,"Старая Маячка","Олешківський / Цюрупинський район","Херсонська область","Старая Маячка Олешківський / Цюрупинський район",33.1817915,46.5095211
1512807,"Староселье","Великоолександрівський район","Херсонська область","Староселье Великоолександрівський район",33.3791779,47.3786493
1513084,"Степановка","Херсон город","Херсонська область","Степановка Херсон город",32.5770967,46.6965744
1512735,"Степное","Бериславський район","Херсонська область","Степное Бериславський район",33.3841321,47.0250954
1513001,"Степное","Нижньосірогозький район","Херсонська область","Степное Нижньосірогозький район",34.0824648,46.7610601
1512872,"Стокопаны","Генічеський район","Херсонська область","Стокопаны Генічеський район",34.9192074,46.283225
1512873,"Стрелковое","Генічеський район","Херсонська область","Стрелковое Генічеський район",34.8856907,45.8941544
1513127,"Строгановка","Чаплинський район","Херсонська область","Строгановка Чаплинський район",33.8767265,46.255282
1512736,"Суханово","Бериславський район","Херсонська область","Суханово Бериславський район",33.5378474,47.1302441
1512767,"Сходное","Білозерський район","Херсонська область","Сходное Білозерський район",32.5958352,46.8187674
1513103,"Счастливое","Олешківський / Цюрупинський район","Херсонська область","Счастливое Олешківський / Цюрупинський район",33.2803199,46.5433964
1512874,"Счастливцево","Генічеський район","Херсонська область","Счастливцево Генічеський район",34.8355555,46.031741
1513010,"Таврийск","Нова Каховка город","Херсонська область","Таврийск Нова Каховка город",33.4216856,46.7528018
1512737,"Таврийское","Бериславський район","Херсонська область","Таврийское Бериславський район",33.0924679,46.9841831
1512909,"Таврийское","Голопристанський район","Херсонська область","Таврийское Голопристанський район",32.562979,46.3734311
1512980,"Тавричанка","Каховський район","Херсонська область","Тавричанка Каховський район",33.8233523,46.5530032
1513071,"Тарасовка","Скадовський район","Херсонська область","Тарасовка Скадовський район",33.1151551,46.1459126
1513104,"Тарасовка","Олешківський / Цюрупинський район","Херсонська область","Тарасовка Олешківський / Цюрупинський район",33.0740158,46.4234676
1512768,"Токаревка","Білозерський район","Херсонська область","Токаревка Білозерський район",32.9581176,46.7523758
1513011,"Тополовка","Нова Каховка город","Херсонська область","Тополовка Нова Каховка город",33.2901089,46.694341
1512739,"Тягинка","Бериславський район","Херсонська область","Тягинка Бериславський район",33.0523762,46.7813777
1513025,"Украинка","Нововоронцовський район","Херсонська область","Украинка Нововоронцовський район",33.7819427,47.3238044
1512938,"Украинское","Іванівський район","Херсонська область","Украинское Іванівський район",34.6529992,46.6715101
1513072,"Ульяновка","Скадовський район","Херсонська область","Ульяновка Скадовський район",32.9498898,46.2062826
1512740,"Урожайное","Бериславський район","Херсонська область","Урожайное Бериславський район",33.3820818,46.9657669
1512821,"Ушкалка","Верхньорогачицький район","Херсонська область","Ушкалка Верхньорогачицький район",34.1229397,47.412243
1512770,"Федоровка","Білозерський район","Херсонська область","Федоровка Білозерський район",32.8085639,46.8019799
1512981,"Федоровка","Каховський район","Херсонська область","Федоровка Каховський район",33.9125785,46.741902
1513053,"Федоровка","Новотроїцький район","Херсонська область","Федоровка Новотроїцький район",34.2647125,46.4556669
427,"Херсон","���������� ����� ����","Херсонська область","Херсон Херсонська міська рада",32.6150125,46.6372532
1512955,"Хорлы","Каланчацький район","Херсонська область","Хорлы Каланчацький район",33.2938802,46.0781094
1513129,"Хрестовка","Чаплинський район","Херсонська область","Хрестовка Чаплинський район",33.7198173,46.3994888
1513026,"Хрещеновка","Нововоронцовський район","Херсонська область","Хрещеновка Нововоронцовський район",33.8005714,47.3575376
1512982,"Цукури","Каховський район","Херсонська область","Цукури Каховський район",33.4200578,46.7031423
1512741,"Чайкино","Бериславський район","Херсонська область","Чайкино Бериславський район",32.9911835,46.9137662
14389,"Чаплинка","Чаплинський район","Херсонська область","Чаплинка Чаплинський район",33.5327024,46.3618147
1512809,"Чаривное","Великоолександрівський район","Херсонська область","Чаривное Великоолександрівський район",33.264886,47.0178297
1513099,"Челбурда / Пролетарка","Олешківський / Цюрупинський район","Херсонська область","Челбурда / Пролетарка Олешківський / Цюрупинський район",32.9465816,46.6223782
1512923,"Червоная Поляна","Горностаївський район","Херсонська область","Червоная Поляна Горностаївський район",33.8360615,46.8043254
1512924,"Червоноблагодатное","Горностаївський район","Херсонська область","Червоноблагодатное Горностаївський район",34.0380336,47.0057984
1513027,"Червоное","Нововоронцовський район","Херсонська область","Червоное Нововоронцовський район",33.6608766,47.262299
1512742,"Червоный Маяк","Бериславський район","Херсонська область","Червоный Маяк Бериславський район",33.6015497,46.9601597
1512771,"Чернобаевка","Білозерський район","Херсонська область","Чернобаевка Білозерський район",32.5416792,46.6943903
1512985,"Черноморовка","Каховський район","Херсонська область","Черноморовка Каховський район",33.5759175,46.6489419
1512986,"Чернянка","Каховський район","Херсонська область","Чернянка Каховський район",33.3646929,46.6522568
1512822,"Чистополье","Верхньорогачицький район","Херсонська область","Чистополье Верхньорогачицький район",34.1970757,47.2890796
1512877,"Чонгар","Генічеський район","Херсонська область","Чонгар Генічеський район",34.5454805,46.0294706
1512911,"Чулаковка","Голопристанський район","Херсонська область","Чулаковка Голопристанський район",32.3522621,46.3601437
1513073,"Шевченко","Скадовський район","Херсонська область","Шевченко Скадовський район",32.8503613,46.2010197
1513132,"Шевченко","Чаплинський район","Херсонська область","Шевченко Чаплинський район",33.715906,46.4940637
1512772,"Широкая Балка","Білозерський район","Херсонська область","Широкая Балка Білозерський район",32.1956209,46.5861894
1512940,"Шотовка","Іванівський район","Херсонська область","Шотовка Іванівський район",34.486811,46.7108903
1500383,"Абрикосовка","Сакський район","Крим ","Абрикосовка Сакський район",33.1885004,45.2686683
1500332,"Абрикосово","Первомайський район","Крим ","Абрикосово Первомайський район",34.1038383,45.6906271
22670,"Аграрное","Сімферополь город","Крим ","Аграрное Сімферополь город",34.0525607,45.0155472
1500098,"Азовское","Джанкойський район","Крим ","Азовское Джанкойський район",34.5691382,45.5904855
1500295,"Акимовка","Нижньогірський район","Крим ","Акимовка Нижньогірський район",34.8156644,45.5158631
20981,"Александровка","Красногвардійський район","Крим ","Александровка Красногвардійський район",34.0997697,45.5787483
1500333,"Алексеевка","Первомайський район","Крим ","Алексеевка Первомайський район",36.2801222,49.3934827
1500501,"Алмазное","Совєтський район","Крим ","Алмазное Совєтський район",34.8328981,45.3804298
20709,"Алупка","Ялта город","Крим ","Алупка Ялта город",34.0472685,44.4209688
2510,"Алушта","����������� ����� ����","Крим ","Алушта Алуштинська міська рада",34.41005,44.676383
1500190,"Амурское","Красногвардійський район","Крим ","Амурское Красногвардійський район",34.1289513,45.2770297
5421660,"Андрусово","Сімферопольський район","Крим ","Андрусово Сімферопольський район",34.1790815,44.8913092
1500439,"Аркадьевка","Сімферопольський район","Крим ","Аркадьевка Сімферопольський район",33.9142766,45.0358864
11243,"Армянск","Красноперекопський район","Крим ","Армянск Красноперекопський район",33.6876018,46.1140519
1500017,"Ароматное","Бахчисарайський район","Крим ","Ароматное Бахчисарайський район",33.8647051,44.8011433
1500064,"Ароматное","Білогірський район","Крим ","Ароматное Білогірський район",34.4004725,45.0366916
1500435,"Аэрофлотский","Сімферополь город","Крим ","Аэрофлотский Сімферополь город",34.0681286,44.9147754
1500165,"Бабенково","Кіровський район","Крим ","Бабенково Кіровський район",35.128716,45.0960761
11705,"Багерово","Ленинский район","Крим ","Багерово Ленинский район",36.2928993,45.3745361
5422710,"Балаклава","������������� �����","Севастополь город","Балаклава Балаклавський район",33.6766146,44.5738307
1500065,"Балки","Білогірський район","Крим ","Балки Білогірський район",34.4573189,44.9934921
10815,"Батальное","Ленинский район","Крим ","Батальное Ленинский район",35.6161005,45.1919802
475,"Бахчисарай","Бахчисарайський район","Крим ","Бахчисарай Бахчисарайський район",33.8615643,44.746091
1500066,"Белая Скала","Білогірський район","Крим ","Белая Скала Білогірський район",34.6217164,45.0926212
1500263,"Белинское","Ленинский район","Крим ","Белинское Ленинский район",36.0789295,45.3766853
1500440,"Белоглинка","Сімферопольський район","Крим ","Белоглинка Сімферопольський район",34.0408387,44.9932388
6725,"Белогорск","Білогірський район","Крим ","Белогорск Білогірський район",34.605095,45.0577954
1500019,"Береговое","Бахчисарайський район","Крим ","Береговое Бахчисарайський район",33.6194099,44.9026572
1500537,"Береговое","Феодосія город","Крим ","Береговое Феодосія город",35.4339258,45.0944056
1500571,"Береговое","Ялта город","Крим ","Береговое Ялта город",33.8681247,44.4074609
1500359,"Березовка","Роздольненський район","Крим ","Березовка Роздольненський район",33.3423671,45.5727194
1500099,"Ближнегородское","Джанкойський район","Крим ","Ближнегородское Джанкойський район",34.3783224,45.6386147
1500538,"Ближнее","Феодосія город","Крим ","Ближнее Феодосія город",35.3349653,45.0564369
1500068,"Богатое","Білогірський район","Крим ","Богатое Білогірський район",34.7676217,45.0275785
1500360,"Ботаническое","Роздольненський район","Крим ","Ботаническое Роздольненський район",33.5468411,45.7852329
1500334,"Братское","Первомайський район","Крим ","Братское Первомайський район",33.9334858,45.5869697
1500502,"Варваровка","Совєтський район","Крим ","Варваровка Совєтський район",34.8989401,45.3227922
1500069,"Васильевка","Білогірський район","Крим ","Васильевка Білогірський район",34.7237802,45.1393515
1500021,"Великое Садовое","Бахчисарайський район","Крим ","Великое Садовое Бахчисарайський район",33.3497053,45.3071165
17743,"Вересаево","Сакський район","Крим ","Вересаево Сакський район",33.4991991,45.3031925
1500441,"Верхнекурганное","Сімферопольський район","Крим ","Верхнекурганное Сімферопольський район",34.2430031,45.0878087
1500003,"Верхняя Кутузовка","Алушта город","Крим ","Верхняя Кутузовка Алушта город",34.3734852,44.722238
1500022,"Верхоречье","Бахчисарайський район","Крим ","Верхоречье Бахчисарайський район",33.9946398,44.6974225
1500386,"Веселовка","Сакський район","Крим ","Веселовка Сакський район",33.2142121,45.377242
1500526,"Веселое","Судак город","Крим ","Веселое Судак город",34.8772111,44.8561997
1500023,"Викторовка","Бахчисарайський район","Крим ","Викторовка Бахчисарайський район",33.8008038,44.7866682
1500442,"Винницкое","Сімферопольський район","Крим ","Винницкое Сімферопольський район",33.734746,44.9806367
1500265,"Виноградное","Ленинский район","Крим ","Виноградное Ленинский район",35.8477076,45.2946611
1500572,"Виноградное","Ялта город","Крим ","Виноградное Ялта город",34.1243235,44.4837753
15503,"Виноградово","Сакський район","Крим ","Виноградово Сакський район",33.6447574,45.3920465
1500388,"Витино","Сакський район","Крим ","Витино Сакський район",33.1529186,45.2074981
1500070,"Вишенное","Білогірський район","Крим ","Вишенное Білогірський район",34.6025507,45.1362621
1500237,"Вишневка","Красноперекопський район","Крим ","Вишневка Красноперекопський район",33.9528803,45.9595315
1500389,"Владимировка","Сакський район","Крим ","Владимировка Сакський район",33.5755643,45.1463987
16871,"Владиславовка","Кіровський район","Крим ","Владиславовка Кіровський район",35.3747793,45.1646774
1500297,"Владиславовка","Нижньогірський район","Крим ","Владиславовка Нижньогірський район",34.5922084,45.4704535
1500443,"Водное","Сімферопольський район","Крим ","Водное Сімферопольський район",33.84932,44.9396787
1500549,"Водопойное","Чорноморський район","Крим ","Водопойное Чорноморський район",32.9363431,45.5902776
1500167,"Возрожденья","Кіровський район","Крим ","Возрожденья Кіровський район",35.2062987,45.2323779
1500238,"Воинка","Красноперекопський район","Крим ","Воинка Красноперекопський район",33.9879329,45.8687188
1500266,"Войково","Ленинский район","Крим ","Войково Ленинский район",36.4368489,45.3863028
1500335,"Войково","Первомайський район","Крим ","Войково Первомайський район",33.8798262,45.5107147
1500024,"Вольное","Бахчисарайський район","Крим ","Вольное Бахчисарайський район",34.3044916,45.5691178
1500390,"Воробьево","Сакський район","Крим ","Воробьево Сакський район",33.2472051,45.3309129
1500361,"Воронки","Роздольненський район","Крим ","Воронки Роздольненський район",33.5322956,45.5855036
21930,"Восход","Красногвардійський район","Крим ","Восход Красногвардійський район",34.3898851,45.5079744
1500573,"Восход","Ялта город","Крим ","Восход Ялта город",34.2156313,44.5132212
1500391,"Гаршино","Сакський район","Крим ","Гаршино Сакський район",33.5917287,45.217248
1500574,"Гаспра","Ялта город","Крим ","Гаспра Ялта город",34.1121629,44.4353271
19712,"Гвардейское","Первомайський район","Крим ","Гвардейское Первомайський район",33.9771463,45.5882278
21366,"Гвардейское","Сімферопольський район","Крим ","Гвардейское Сімферопольський район",34.0218658,45.1140263
1500004,"Генеральское","Алушта город","Крим ","Генеральское Алушта город",34.4841521,44.7995945
1500392,"Геройское","Сакський район","Крим ","Геройское Сакський район",33.7427415,45.1393444
1500267,"Глазовка","Ленинский район","Крим ","Глазовка Ленинский район",36.5820787,45.3920021
1500393,"Глинка","Сакський район","Крим ","Глинка Сакський район",33.5309765,45.2821376
1500025,"Глубокий Яр","Бахчисарайський район","Крим ","Глубокий Яр Бахчисарайський район",33.9128897,44.7927957
1500071,"Головановка","Білогірський район","Крим ","Головановка Білогірський район",34.6265827,44.9754289
1500575,"Голубой Залив","Ялта город","Крим ","Голубой Залив Ялта город",33.984478,44.40141
1500268,"Горностаевка","Ленинский район","Крим ","Горностаевка Ленинский район",36.1834613,45.2800251
1500577,"Даниловка","Ялта город","Крим ","Даниловка Ялта город",34.2592823,44.5217854
1500446,"Денисовка","Сімферопольський район","Крим ","Денисовка Сімферопольський район",34.2293096,44.921475
619,"Джанкой","Джанкойський район","Крим ","Джанкой Джанкойський район",34.4782162,45.7353108
1500193,"Дибровское","Красногвардійський район","Крим ","Дибровское Красногвардійський район",34.1207156,45.3910273
1500504,"Дмитровка","Совєтський район","Крим ","Дмитровка Совєтський район",35.0582266,45.4806249
1500104,"Днепровка","Джанкойський район","Крим ","Днепровка Джанкойський район",34.3624966,45.7148541
1500168,"Добролюбовка","Кіровський район","Крим ","Добролюбовка Кіровський район",34.8712892,45.0861095
1500552,"Дозорное","Чорноморський район","Крим ","Дозорное Чорноморський район",33.0852638,45.5069542
1500194,"Докучаево","Красногвардійський район","Крим ","Докучаево Красногвардійський район",34.3731554,45.2905244
1500239,"Долинка","Красноперекопський район","Крим ","Долинка Красноперекопський район",33.9426271,45.8612307
1500395,"Долинка","Сакський район","Крим ","Долинка Сакський район",33.660892,45.2416212
1500072,"Долиновка","Білогірський район","Крим ","Долиновка Білогірський район",34.3789671,45.1364025
1500448,"Донское","Сімферопольський район","Крим ","Донское Сімферопольський район",34.2239103,45.0363564
9080,"Дрофино","Нижньогірський район","Крим ","Дрофино Нижньогірський район",34.6162599,45.2852567
1500449,"Дубки","Сімферопольський район","Крим ","Дубки Сімферопольський район",34.0188833,44.9429154
799,"Евпатория","������������ ����� ����","Крим ","Евпатория Євпаторійська міська рада",33.366867,45.19045
1500396,"Елизаветово","Сакський район","Крим ","Елизаветово Сакський район",33.3574988,45.4514601
1500105,"Ермаково","Джанкойський район","Крим ","Ермаково Джанкойський район",34.4874896,45.8542897
1500029,"Железнодорожное","Бахчисарайський район","Крим ","Железнодорожное Бахчисарайський район",33.8028105,44.7175599
1500300,"Желябовка","Нижньогірський район","Крим ","Желябовка Нижньогірський район",34.7585764,45.3982563
1500301,"Жемчужина","Нижньогірський район","Крим ","Жемчужина Нижньогірський район",34.654372,45.2720941
1500106,"Жилино","Джанкойський район","Крим ","Жилино Джанкойський район",34.2595616,45.7620039
1500169,"Журавки","Кіровський район","Крим ","Журавки Кіровський район",35.2165075,45.1315533
1500450,"Журавлевка","Сімферопольський район","Крим ","Журавлевка Сімферопольський район",33.9973663,45.1762971
1500397,"Журавли","Сакський район","Крим ","Журавли Сакський район",33.6434527,45.2526924
1500107,"Завет-Ленинский","Джанкойський район","Крим ","Завет-Ленинский Джанкойський район",34.3900871,45.8661908
1500269,"Заветное","Ленинский район","Крим ","Заветное Ленинский район",36.3937072,45.118239
1500505,"Заветное","Совєтський район","Крим ","Заветное Совєтський район",34.8075999,45.3266415
1500270,"Заводское","Ленинский район","Крим ","Заводское Ленинский район",35.7315339,45.3465935
1500553,"Зайцево","Чорноморський район","Крим ","Зайцево Чорноморський район",32.8832284,45.5395518
1500451,"Залесье","Сімферопольський район","Крим ","Залесье Сімферопольський район",34.1025629,44.8857896
1500005,"Запрудное","Алушта город","Крим ","Запрудное Алушта город",34.3189904,44.5932625
1500108,"Заречное","Джанкойський район","Крим ","Заречное Джанкойський район",34.4802641,45.7387583
1500452,"Заречное","Сімферопольський район","Крим ","Заречное Сімферопольський район",34.2763942,44.8595197
1500302,"Заречье","Нижньогірський район","Крим ","Заречье Нижньогірський район",34.7118771,45.3611845
1500240,"Зеленая Нива","Красноперекопський район","Крим ","Зеленая Нива Красноперекопський район",33.8912546,45.934696
10445,"Зеленогорское","Білогірський район","Крим ","Зеленогорское Білогірський район",34.467518,45.0110731
1500030,"Зеленое","Бахчисарайський район","Крим ","Зеленое Бахчисарайський район",34.0105068,44.5950438
1500303,"Зеленое","Нижньогірський район","Крим ","Зеленое Нижньогірський район",34.733868,45.4654826
1500074,"Земляничное","Білогірський район","Крим ","Земляничное Білогірський район",34.8377806,44.9754539
1500109,"Зерновое","Джанкойський район","Крим ","Зерновое Джанкойський район",34.1423822,45.6309022
1500398,"Зерновое","Сакський район","Крим ","Зерновое Сакський район",33.8732212,45.2866498
1500362,"Зимино","Роздольненський район","Крим ","Зимино Роздольненський район",33.5124166,45.5060241
5422740,"Знаменское","Чорноморський район","Крим ","Знаменское Чорноморський район",32.8941191,45.3808122
1500304,"Зоркино","Нижньогірський район","Крим ","Зоркино Нижньогірський район",34.7084599,45.5477137
1500075,"Зуя","Білогірський район","Крим ","Зуя Білогірський район",34.3179269,45.0543662
1500305,"Ивановка","Нижньогірський район","Крим ","Ивановка Нижньогірський район",34.7229613,45.3759785
1500006,"Изобильное","Алушта город","Крим ","Изобильное Алушта город",34.3557301,44.7008417
1500171,"Изобильное","Кіровський район","Крим ","Изобильное Кіровський район",35.202678,45.1091924
1500306,"Изобильное","Нижньогірський район","Крим ","Изобильное Нижньогірський район",34.944365,45.5673317
1500110,"Изумрудное","Джанкойський район","Крим ","Изумрудное Джанкойський район",34.4124219,45.7392543
1500172,"Изюмовка","Кіровський район","Крим ","Изюмовка Кіровський район",35.1267377,45.0410634
1500241,"Ильинка","Красноперекопський район","Крим ","Ильинка Красноперекопський район",33.7971664,45.8191783
1500400,"Ильинка","Сакський район","Крим ","Ильинка Сакський район",33.7809897,45.3730244
1500271,"Ильичево","Ленинский район","Крим ","Ильичево Ленинский район",35.7339553,45.280725
1500506,"Ильичево","Совєтський район","Крим ","Ильичево Совєтський район",35.0685602,45.2448086
5422045,"Инкерман","��������������� ����� ����","Севастополь город","Инкерман Севастопольська міська рада",33.6460306,44.6614462
1500111,"Источное","Джанкойський район","Крим ","Источное Джанкойський район",34.1363619,45.818565
1500242,"Источное","Красноперекопський район","Крим ","Источное Красноперекопський район",34.0132539,45.9083774
1500243,"Ишунь","Красноперекопський район","Крим ","Ишунь Красноперекопський район",33.8262998,45.9230133
1500031,"Казанки","Бахчисарайський район","Крим ","Казанки Бахчисарайський район",33.9305011,44.8705273
1500197,"Калинино","Красногвардійський район","Крим ","Калинино Красногвардійський район",34.2290482,45.5894825
1500338,"Калинино","Первомайський район","Крим ","Калинино Первомайський район",33.7755436,45.743734
1500112,"Калиновка","Джанкойський район","Крим ","Калиновка Джанкойський район",34.3338677,45.7473749
1500272,"Калиновка","Ленинский район","Крим ","Калиновка Ленинский район",35.7449128,45.3250192
1500555,"Калиновка","Чорноморський район","Крим ","Калиновка Чорноморський район",32.6855763,45.4841029
1500401,"Каменоломня","Сакський район","Крим ","Каменоломня Сакський район",33.4209685,45.247476
1500273,"Каменское","Ленинский район","Крим ","Каменское Ленинский район",35.5238597,45.2810775
1500198,"Карповка","Красногвардійський район","Крим ","Карповка Красногвардійський район",34.0817786,45.5223317
1500402,"Карьерное","Сакський район","Крим ","Карьерное Сакський район",33.6069163,45.2865718
1500578,"Кацивели","Ялта город","Крим ","Кацивели Ялта город",33.9715074,44.3934152
1500339,"Каштановка","Первомайський район","Крим ","Каштановка Первомайський район",33.8885773,45.4368596
1500454,"Каштановое","Сімферопольський район","Крим ","Каштановое Сімферопольський район",34.0541277,44.8262298
1500032,"Каштаны","Бахчисарайський район","Крим ","Каштаны Бахчисарайський район",33.793045,44.8669551
478,"Керчь","���������� ����� ����","Крим ","Керчь Керченська міська рада",36.468293,45.357314
20882,"Кирово","Ленинский район","Крим ","Кирово Ленинский район",35.8459319,45.220278
6398,"Кировское","Кіровський район","Крим ","Кировское Кіровський район",35.2047576,45.2221808
1500556,"Кировское","Чорноморський район","Крим ","Кировское Чорноморський район",33.0863304,45.5455237
1500307,"Кисточковка","Нижньогірський район","Крим ","Кисточковка Нижньогірський район",34.740256,45.4438926
1500456,"Кленовка","Сімферопольський район","Крим ","Кленовка Сімферопольський район",34.19148,45.1316923
1500200,"Климово","Красногвардійський район","Крим ","Климово Красногвардійський район",34.4750997,45.4947527
1500363,"Ковыльное","Роздольненський район","Крим ","Ковыльное Роздольненський район",33.5246779,45.6915156
1500539,"Коктебель","Феодосія город","Крим ","Коктебель Феодосія город",35.2450542,44.9662269
1500201,"Колодезное","Красногвардійський район","Крим ","Колодезное Красногвардійський район",34.3362036,45.2276834
1500114,"Колоски","Джанкойський район","Крим ","Колоски Джанкойський район",34.2375618,45.87395
1500403,"Колоски","Сакський район","Крим ","Колоски Сакський район",33.2956252,45.2703356
11894,"Кольцово","Сакський район","Крим ","Кольцово Сакський район",33.4490025,45.3276887
1500458,"Кольчугино","Сімферопольський район","Крим ","Кольчугино Сімферопольський район",33.7870136,44.9461454
1500202,"Комаровка","Красногвардійський район","Крим ","Комаровка Красногвардійський район",34.1584277,45.3570394
1500115,"Комсомольское","Джанкойський район","Крим ","Комсомольское Джанкойський район",34.3948788,45.7747185
1500437,"Комсомольское","Сімферополь город","Крим ","Комсомольское Сімферополь город",34.0290681,45.0169138
1500459,"Константиновка","Сімферопольський район","Крим ","Константиновка Сімферопольський район",34.1192011,44.853953
1500579,"Кореиз","Ялта город","Крим ","Кореиз Ялта город",34.0789969,44.4309874
1500340,"Кормовое","Первомайський район","Крим ","Кормовое Первомайський район",33.6133668,45.5003281
1500203,"Котельниково","Красногвардійський район","Крим ","Котельниково Красногвардійський район",34.0275922,45.3668812
1500460,"Красная Зорька","Сімферопольський район","Крим ","Красная Зорька Сімферопольський район",34.0427596,45.1346244
1500204,"Красная Поляна","Красногвардійський район","Крим ","Красная Поляна Красногвардійський район",34.1289561,45.4744762
1500365,"Красноармейское","Роздольненський район","Крим ","Красноармейское Роздольненський район",33.5004552,45.5510079
6890,"Красногвардейское","Красногвардійський район","Крим ","Красногвардейское Красногвардійський район",41.5074796,45.8530856
16838,"Красногвардейское","Совєтський район","Крим ","Красногвардейское Совєтський район",34.9496106,45.1801126
1500275,"Красногорка","Ленинский район","Крим ","Красногорка Ленинский район",35.8053018,45.2469921
1500206,"Краснодарка","Красногвардійський район","Крим ","Краснодарка Красногвардійський район",34.0867428,45.6071164
1500462,"Красное","Сімферопольський район","Крим ","Красное Сімферопольський район",34.0964939,45.1401713
1500463,"Краснолесье","Сімферопольський район","Крим ","Краснолесье Сімферопольський район",34.2285827,44.8430239
1433,"Красноперекопск","Красноперекопський район","Крим ","Красноперекопск Красноперекопський район",33.7672838,45.9891985
1500558,"Красносельское","Чорноморський район","Крим ","Красносельское Чорноморський район",32.6797304,45.4124435
1500508,"Краснофлотское","Совєтський район","Крим ","Краснофлотское Совєтський район",34.9483913,45.3108556
1500033,"Красный Мак","Бахчисарайський район","Крим ","Красный Мак Бахчисарайський район",33.7821654,44.6418343
1500208,"Красный Партизан","Красногвардійський район","Крим ","Красный Партизан Красногвардійський район",34.2108516,45.404205
